901	花蜜
902	植物
903	肉
904	种子
905	仙人掌水
906	水果
907	芜菁
908	胡萝卜
909	整株植物
910	马铃薯
911	蜂蜜
912	树皮
913	自然颜色
914	传播
915	生物群系
916	类别
917	不适宜生物群系
918	喜欢的物种
919	最爱的生物群系
920	环境
921	满意度
922	低于
923	高于
924	和
925	介于
926	移栽
927	移除
928	跟随
929	dp/分
930	发声
931	速度
932	米/秒
933	弹跳力
934	弹
935	目标
936	费用
937	取消
938	购买
939	自定义
940	红色
941	黄色
942	橙色
943	深橙色
944	浅蓝色
945	深蓝色
946	粉色
947	紫色
948	深紫色
949	青色
950	米色
951	泥色
952	棕色
953	深棕色
954	黄绿色
955	深绿色
956	蓝绿色
957	浅绿色
958	绿色
959	淡绿色
960	土绿色
961	金色
962	白色
963	灰色
964	黑色
965	显示尺寸
966	语言
967	重启游戏以使这些更改生效。
968	全屏
969	图形预设
970	自定义
971	最低
972	低
973	中
974	高
975	塔形树
976	一种优雅的草原树木，在较潮湿的地区茁壮成长。它也能在沼泽和丛林般的环境中生存，更喜欢多石的地区。虽然生长缓慢，但看起来棒极了！
977	半成的橡树
978	将一棵橡树培育到超过 50% 的成熟度
979	玩耍中
980	增加
981	特性
982	兑换现金
983	多样性点数 (DP) 是你在 Equilinox 中的货币。你可以通过动物或完成任务赚取 DP。每只动物每分钟都会产生少量 DP，更健康、更快乐、完全长大的动物产生更多。你可以在工具栏中看到每分钟从动物那里赚取的 DP 总额。
984	每分钟 DP
985	每分钟赚取超过 $0$ DP
986	查看
987	蜂蜜
988	生长速度
989	生长速度受植物/动物对环境的适应程度影响。
990	平均
991	高
992	低
993	产量
994	份。
995	查看中
996	在夜间睡觉。
997	循环播放
998	队列中的曲目将循环播放，让你可以创建自己喜欢的曲目的播放列表。
999	状态
1000	已患病！
1001	健康
1002	代数
1003	损坏的文件
1004	这个世界的存档文件不幸无法读取。使用下面的按钮删除此存档。
1005	错误
1006	加载世界时出错！
1007	治愈花
1008	这种稀有花只能在非常特定的热带地区生长，生长速度比普通花慢得多。完全长大后，这种植物可以移栽到另一个区域，在那里它会死亡并释放出宝贵的种子。这些种子具有治愈功效，对患病的动物非常有用。
1009	疾病！
1010	一只 $0$ 因栖息地质量不佳而感染了疾病。
1011	寻找解药
1012	秋树
1013	一棵全年都长着秋色叶子的雄伟树木。这棵美丽的树喜欢在岩石地带独处生长，不需要土地非常肥沃。
1014	患病概率
1015	治愈概率
1016	这是这只动物在未来一天内患病的概率。如果动物对环境不满意，或者疾病抗性特性较低，患病的可能性就会增加。
1017	动物每次因疾病受到伤害时，都有机会被治愈。这就是发生这种情况的可能性。越健康的动物，这个机会就越高。
1018	疾病
1019	如果动物生活在不合格的栖息地中，它们就容易感染疾病。患病的动物会随时间持续受到伤害，还可能把疾病传播给附近的其他动物。
1020	感染疾病
1021	动物感染疾病的概率取决于它的环境满意度。动物对环境越不满意，患病的可能性就越大。动物还有疾病抗性特性，决定它患病的倾向。
1022	疾病影响
1023	患病时，动物会随时间缓慢受到伤害，除非被治愈，否则最终会死亡。动物还可能感染附近的其他动物，健康状况较差的动物感染风险更高。
1024	治愈疾病
1025	受感染的动物有可能自然痊愈，环境越好，这个可能性就越高。还有一些植物可以帮助治愈动物，例如治愈花的花种或巫木树的果实。
1026	多样性点数 (DP)
1027	在屏幕的最左上角，你可以看到你拥有的多样性点数。这些点数是 Equilinox 中的货币。你可以通过完成任务以及让健康快乐的动物在世界中生存来赚取 DP。DP 可以花在很多地方，例如从商店购买物品、基因改造野生动物以及进化新物种。想了解更多，请查看 ^多样性点数^ 帮助部分。
1028	商店
1029	Equilinox 中有两个商店，一个卖植物，一个卖动物。点击商店中已解锁且买得起的物种，然后左键点击你想放置的位置将其放入世界。随着游戏进度推进，你会解锁越来越多的物种。
1030	状态面板
1031	在世界中放置一些植物或动物后，你可以通过点击世界中的生物来查看它们的状态。这会打开状态面板。在这里你可以找到关于动物/植物的所有统计数据，如健康、年龄、环境满意度等。你可以在 ^状态面板^ 帮助部分了解更多关于该面板其他功能的信息。
1032	任务
1033	Equilinox 中有各种可以完成的任务，它们会为你提供各种奖励，如 DP、新音乐曲目和世界的新物种。前几个任务会带你了解游戏的基础知识，跟着它们开始取得进展吧！
1034	多元化
1035	现在你可以开始创建自己的生态系统了！随着你取得进展，你将获得越来越多种类的动植物，并能够创建一些复杂而美丽的生态系统。只要确保它们保持平衡并处于生态平衡状态！
1036	巫木树
1037	这棵高大的藤蔓树生长在非常特定的丛林地区，比大多数普通树生长得慢。完全长大后，这棵树会结出亮蓝色的果实，可以喂给患病的动物以治愈它们。
1038	巫木果
1039	这种亮蓝色的果实可以喂给患病的动物。食用后会对动物产生治愈效果，治愈疾病并恢复部分伤害。
1040	无边框窗口
1041	已暂停
1042	接管进化
1043	继续进化
1044	进化已暂停！
1045	执行 $0$ 进化过程的生物已经死亡。
1046	如何进化
1047	进化树
1048	鸽子
1049	一种美丽的白色鸟。
1050	全部
1051	无需求
1052	生活的生物群系
1053	传播的生物群系
1054	生活在
1055	传播
1056	褐色石块
1057	岩石
1058	一堆小的褐色石块。许多植物和动物都喜欢栖息地中有小石块和岩石。
1059	放大界面
1060	砍伐树木，用树枝建造巢穴。
1061	显示中
1062	生产力
1063	进化概览
1064	由以下物种进化而来
1065	操控一只绵羊
1066	如果你愿意，可以操控动物并让它们移动。点击一只绵羊，进入 ^操作^ 标签，选择 ^操控^ 选项。查看操作标签了解如何控制动物行为的信息。
1067	完美主义者
1068	完成 Equilinox 中的所有任务！
1069	垂直同步
1070	删除模式
1071	跟随选中的物体
1072	截图
1073	进化 $0$ 物种
1074	为鸟类提供栖息点。
1075	突变！
1076	一只奇怪的 $0$ 带着不寻常的突变出生了。
1077	马铃薯派对
1078	豚鼠想吃一些马铃薯，所以需要你来提供！不过它们不想只吃植株，而是想吃马铃薯本身。它们可能需要其他动物帮忙先把马铃薯挖出来。
1079	香蕉
1080	保存时出错！请通知开发者。
1081	或 W,A,S,D
1082	或 左 Shift + 移动鼠标
1083	或 X、Z 键
1084	蜂蜜
1085	蜂蜜含量
1086	没问题
1087	必须放置在干燥的陆地上！
1088	需要更多水！
1089	其他物体靠得太近。
1090	没有环境偏好。
1091	删除多个物体
1092	允许你快速移除世界中的多个物体。激活后，只需按住鼠标左键即可删除红色圆圈内的所有东西。
1093	淡紫色
1094	浅灰色
1095	深灰色
1096	浅粉色
1097	红宝石色
1098	超出边界！
1099	亮绿色
1100	骆驼
1101	一种生活在沙漠中的大型食草动物。这种优雅的野兽喜欢沙漠树木，能以仙人掌为食。不过它不太喜欢其他动物，而且有朝它们吐口水的习惯！
1102	偶尔向附近的动物吐口水。
1103	愤怒
1104	愤怒地吐口水
1105	珊瑚
1106	生活在水中色彩鲜艳的生物。它们在水下传播热带生物群系，但不能生活在河床中，所以不要把她们和普通的河床海藻放在一起！严格来说它们也不是植物，每块珊瑚都由成千上万只叫做^珊瑚虫^的微小动物组成。
1107	贝壳
1108	一个小贝壳，常见于水下或海滩。
1109	吐痰高手
1110	把骆驼放进沙漠后，你会发现它们有一个有趣的习性。生气时，骆驼会朝附近的其他动物吐口水！完成这个可重复任务需要它们命中目标 25 次。你可以通过基因改造让它们更快生气，以加快进度。
1111	向 25 只动物吐口水
1112	已命中的动物
1113	批量移除……
1114	慢动作
1115	按住空格键
1116	通知记录
1117	还没有可显示的通知。
1118	该物种已锁定！完成以下任务即可解锁：
1119	该物种已锁定！要解锁它，请先完成这些任务：
1120	解锁指南
1121	该物种已锁定！按以下顺序进化物种即可解锁：
1122	然后按以下顺序进化物种：
1123	不理想
1124	鲑鱼
1125	一种喜欢生活在河床生物群系中的相当大的鱼。这种挑剔的鱼对环境非常讲究，只有最高品质的河床生物群系并搭配正确的物种环绕，它才会满意。它比鳟鱼游得快，所以通常能逃脱掠食者。
1126	天使鱼
1127	一种美丽的热带鱼。天使鱼可以生活在热带生物群系中，甚至可以生活在河床和热带的混合环境中，但它绝对需要栖息地中有一些热带海藻。
1128	皇家少女鱼
1129	一种紫金色的鱼，喜欢生活在有大量珊瑚的热带栖息地中。它比普通鱼略小略慢，所以逃离掠食者时确实有些困难。
1130	霓虹鱼
